Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast,System_Count,Physical_Count,Variance,Accuracy_Flag,Defect_Flag,Shrink_Flag,Severity
2024-01-17,SKU_1,WH_1,SUP_8,East,26,688,14,379,0,13.95,20.48,0,0,23.28,688,688,0,Accurate,0,0,Accurate
2024-01-18,SKU_1,WH_1,SUP_8,North,22,666,14,379,0,13.95,20.48,0,0,20.13,666,666,0,Accurate,0,0,Accurate
2024-01-19,SKU_1,WH_1,SUP_8,North,28,638,14,379,0,13.95,20.48,1,0,31.49,638,638,0,Accurate,0,0,Accurate
2024-01-20,SKU_1,WH_1,SUP_8,East,17,621,14,379,0,13.95,20.48,0,0,13.41,621,621,0,Accurate,0,0,Accurate
2024-01-21,SKU_1,WH_1,SUP_8,East,25,596,14,379,0,13.95,20.48,0,0,19.95,596,596,0,Accurate,0,0,Accurate
2024-01-22,SKU_1,WH_1,SUP_8,South,28,568,14,379,0,13.95,20.48,0,0,30.39,568,568,0,Accurate,0,0,Accurate
2024-01-23,SKU_1,WH_1,SUP_8,West,20,548,14,379,0,13.95,20.48,0,0,21.0,548,548,0,Accurate,0,0,Accurate
2024-01-24,SKU_1,WH_1,SUP_8,West,24,524,14,379,0,13.95,20.48,0,0,23.1,524,524,0,Accurate,0,0,Accurate
2024-01-25,SKU_1,WH_1,SUP_8,East,20,504,14,379,0,13.95,20.48,0,0,21.27,504,504,0,Accurate,0,0,Accurate
2024-01-26,SKU_1,WH_1,SUP_8,West,20,484,14,379,0,13.95,20.48,0,0,22.23,484,484,0,Accurate,0,0,Accurate
2024-01-27,SKU_1,WH_1,SUP_8,South,28,456,14,379,0,13.95,20.48,0,0,29.08,456,456,0,Accurate,0,0,Accurate
2024-01-28,SKU_1,WH_1,SUP_8,West,29,427,14,379,0,13.95,20.48,0,0,29.99,427,427,0,Accurate,0,0,Accurate
2024-01-29,SKU_1,WH_1,SUP_8,West,29,398,14,379,0,13.95,20.48,0,0,28.37,398,398,0,Accurate,0,0,Accurate
2024-01-30,SKU_1,WH_1,SUP_8,North,23,375,14,379,0,13.95,20.48,0,0,25.02,375,356,-19,Inaccurate,1,1,Critical
2024-01-31,SKU_1,WH_1,SUP_8,West,18,754,14,379,397,13.95,20.48,0,0,14.94,754,754,0,Accurate,0,0,Accurate
2024-02-01,SKU_1,WH_1,SUP_8,South,34,720,14,379,0,13.95,20.48,0,0,33.54,720,720,0,Accurate,0,0,Accurate
2024-02-02,SKU_1,WH_1,SUP_8,West,24,696,14,379,0,13.95,20.48,0,0,25.21,696,696,0,Accurate,0,0,Accurate
2024-02-03,SKU_1,WH_1,SUP_8,South,22,674,14,379,0,13.95,20.48,0,0,21.56,674,674,0,Accurate,0,0,Accurate
2024-02-04,SKU_1,WH_1,SUP_8,North,32,642,14,379,0,13.95,20.48,1,0,26.98,642,642,0,Accurate,0,0,Accurate
2024-02-05,SKU_1,WH_1,SUP_8,East,25,617,14,379,0,13.95,20.48,0,0,26.03,617,617,0,Accurate,0,0,Accurate
2024-02-06,SKU_1,WH_1,SUP_8,South,24,593,14,379,0,13.95,20.48,0,0,24.9,593,593,0,Accurate,0,0,Accurate
2024-02-07,SKU_1,WH_1,SUP_8,East,35,558,14,379,0,13.95,20.48,0,0,29.18,558,558,0,Accurate,0,0,Accurate
2024-02-08,SKU_1,WH_1,SUP_8,East,22,536,14,379,0,13.95,20.48,0,0,24.32,536,536,0,Accurate,0,0,Accurate
2024-02-09,SKU_1,WH_1,SUP_8,South,28,508,14,379,0,13.95,20.48,0,0,27.93,508,508,0,Accurate,0,0,Accurate
2024-02-10,SKU_1,WH_1,SUP_8,North,21,487,14,379,0,13.95,20.48,0,0,19.3,487,487,0,Accurate,0,0,Accurate
2024-02-11,SKU_1,WH_1,SUP_8,South,21,466,14,379,0,13.95,20.48,0,0,18.95,466,466,0,Accurate,0,0,Accurate
2024-02-12,SKU_1,WH_1,SUP_8,West,29,437,14,379,0,13.95,20.48,0,0,25.33,437,444,7,Inaccurate,1,0,Moderate
2024-02-13,SKU_1,WH_1,SUP_8,West,37,400,14,379,0,13.95,20.48,1,0,29.59,400,400,0,Accurate,0,0,Accurate
2024-02-14,SKU_1,WH_1,SUP_8,East,23,377,14,379,0,13.95,20.48,0,0,22.03,377,377,0,Accurate,0,0,Accurate
2024-02-15,SKU_1,WH_1,SUP_8,South,21,699,14,379,343,13.95,20.48,0,0,23.22,699,699,0,Accurate,0,0,Accurate
2024-02-16,SKU_1,WH_1,SUP_8,North,23,676,14,379,0,13.95,20.48,1,0,23.36,676,676,0,Accurate,0,0,Accurate
2024-02-17,SKU_1,WH_1,SUP_8,East,20,656,14,379,0,13.95,20.48,0,0,23.57,656,656,0,Accurate,0,0,Accurate
2024-02-18,SKU_1,WH_1,SUP_8,South,28,628,14,379,0,13.95,20.48,0,0,28.32,628,628,0,Accurate,0,0,Accurate
2024-02-19,SKU_1,WH_1,SUP_8,West,24,604,14,379,0,13.95,20.48,0,0,24.7,604,604,0,Accurate,0,0,Accurate
2024-02-20,SKU_1,WH_1,SUP_8,West,31,573,14,379,0,13.95,20.48,0,0,36.37,573,573,0,Accurate,0,0,Accurate
2024-02-21,SKU_1,WH_1,SUP_8,South,28,545,14,379,0,13.95,20.48,0,0,24.35,545,545,0,Accurate,0,0,Accurate
2024-02-22,SKU_1,WH_1,SUP_8,West,27,518,14,379,0,13.95,20.48,0,0,25.85,518,518,0,Accurate,0,0,Accurate
2024-02-23,SKU_1,WH_1,SUP_8,North,32,486,14,379,0,13.95,20.48,0,0,33.24,486,486,0,Accurate,0,0,Accurate
2024-02-24,SKU_1,WH_1,SUP_8,South,31,455,14,379,0,13.95,20.48,0,0,40.18,455,455,0,Accurate,0,0,Accurate
2024-02-25,SKU_1,WH_1,SUP_8,East,32,423,14,379,0,13.95,20.48,0,0,31.28,423,423,0,Accurate,0,0,Accurate
2024-02-26,SKU_1,WH_1,SUP_8,East,34,389,14,379,0,13.95,20.48,0,0,29.97,389,389,0,Accurate,0,0,Accurate
2024-02-27,SKU_1,WH_1,SUP_8,East,31,358,14,379,0,13.95,20.48,0,0,28.43,358,358,0,Accurate,0,0,Accurate
2024-02-28,SKU_1,WH_1,SUP_8,North,28,575,14,379,245,13.95,20.48,0,0,28.57,575,555,-20,Inaccurate,1,1,Critical
2024-02-29,SKU_1,WH_1,SUP_8,East,31,544,14,379,0,13.95,20.48,0,0,25.17,544,544,0,Accurate,0,0,Accurate
2024-03-01,SKU_1,WH_1,SUP_8,North,33,511,14,379,0,13.95,20.48,1,0,35.33,511,511,0,Accurate,0,0,Accurate
2024-03-02,SKU_1,WH_1,SUP_8,South,28,483,14,379,0,13.95,20.48,0,0,22.75,483,483,0,Accurate,0,0,Accurate
2024-03-03,SKU_1,WH_1,SUP_8,West,29,454,14,379,0,13.95,20.48,0,0,30.16,454,454,0,Accurate,0,0,Accurate
2024-03-04,SKU_1,WH_1,SUP_8,East,32,422,14,379,0,13.95,20.48,0,0,28.76,422,422,0,Accurate,0,0,Accurate
2024-03-05,SKU_1,WH_1,SUP_8,North,34,388,14,379,0,13.95,20.48,0,0,34.15,388,388,0,Accurate,0,0,Accurate
2024-03-06,SKU_1,WH_1,SUP_8,East,31,357,14,379,0,13.95,20.48,0,0,28.82,357,357,0,Accurate,0,0,Accurate
2024-03-07,SKU_1,WH_1,SUP_8,West,31,538,14,379,212,13.95,20.48,0,0,32.54,538,538,0,Accurate,0,0,Accurate
2024-03-08,SKU_1,WH_1,SUP_8,North,36,502,14,379,0,13.95,20.48,0,0,36.02,502,502,0,Accurate,0,0,Accurate
2024-03-09,SKU_1,WH_1,SUP_8,East,26,476,14,379,0,13.95,20.48,0,0,25.62,476,476,0,Accurate,0,0,Accurate
2024-03-10,SKU_1,WH_1,SUP_8,East,25,451,14,379,0,13.95,20.48,0,0,24.29,451,451,0,Accurate,0,0,Accurate
2024-03-11,SKU_1,WH_1,SUP_8,South,24,427,14,379,0,13.95,20.48,0,0,22.63,427,427,0,Accurate,0,0,Accurate
2024-03-12,SKU_1,WH_1,SUP_8,West,27,400,14,379,0,13.95,20.48,0,0,27.24,400,400,0,Accurate,0,0,Accurate
2024-03-13,SKU_1,WH_1,SUP_8,North,31,369,14,379,0,13.95,20.48,0,0,25.36,369,387,18,Inaccurate,1,0,Critical
2024-03-14,SKU_1,WH_1,SUP_8,East,25,548,14,379,204,13.95,20.48,0,0,27.04,548,548,0,Accurate,0,0,Accurate
2024-03-15,SKU_1,WH_1,SUP_8,East,29,519,14,379,0,13.95,20.48,0,0,27.05,519,519,0,Accurate,0,0,Accurate
2024-03-16,SKU_1,WH_1,SUP_8,East,29,490,14,379,0,13.95,20.48,0,0,27.54,490,490,0,Accurate,0,0,Accurate
2024-03-17,SKU_1,WH_1,SUP_8,South,25,465,14,379,0,13.95,20.48,0,0,29.98,465,465,0,Accurate,0,0,Accurate
2024-03-18,SKU_1,WH_1,SUP_8,South,27,438,14,379,0,13.95,20.48,1,0,25.97,438,438,0,Accurate,0,0,Accurate
2024-03-19,SKU_1,WH_1,SUP_8,West,23,415,14,379,0,13.95,20.48,0,0,25.75,415,415,0,Accurate,0,0,Accurate
2024-03-20,SKU_1,WH_1,SUP_8,North,25,390,14,379,0,13.95,20.48,0,0,30.77,390,390,0,Accurate,0,0,Accurate
2024-03-21,SKU_1,WH_1,SUP_8,North,26,364,14,379,0,13.95,20.48,0,0,22.16,364,364,0,Accurate,0,0,Accurate
2024-03-22,SKU_1,WH_1,SUP_8,North,26,584,14,379,246,13.95,20.48,0,0,25.21,584,584,0,Accurate,0,0,Accurate
2024-03-23,SKU_1,WH_1,SUP_8,South,27,557,14,379,0,13.95,20.48,0,0,30.29,557,557,0,Accurate,0,0,Accurate
2024-03-24,SKU_1,WH_1,SUP_8,North,38,519,14,379,0,13.95,20.48,0,0,33.71,519,519,0,Accurate,0,0,Accurate
2024-03-25,SKU_1,WH_1,SUP_8,West,29,490,14,379,0,13.95,20.48,0,0,31.27,490,490,0,Accurate,0,0,Accurate
2024-03-26,SKU_1,WH_1,SUP_8,West,28,462,14,379,0,13.95,20.48,0,0,28.18,462,462,0,Accurate,0,0,Accurate
2024-03-27,SKU_1,WH_1,SUP_8,East,33,429,14,379,0,13.95,20.48,0,0,36.1,429,429,0,Accurate,0,0,Accurate
2024-03-28,SKU_1,WH_1,SUP_8,North,40,389,14,379,0,13.95,20.48,0,0,34.14,389,389,0,Accurate,0,0,Accurate
2024-03-29,SKU_1,WH_1,SUP_8,East,32,357,14,379,0,13.95,20.48,0,0,35.18,357,357,0,Accurate,0,0,Accurate
2024-03-30,SKU_1,WH_1,SUP_8,North,27,793,14,379,463,13.95,20.48,0,0,27.62,793,793,0,Accurate,0,0,Accurate
2024-03-31,SKU_1,WH_1,SUP_8,North,26,767,14,379,0,13.95,20.48,0,0,24.93,767,767,0,Accurate,0,0,Accurate
2024-04-01,SKU_1,WH_1,SUP_8,West,32,735,14,379,0,13.95,20.48,0,0,31.76,735,735,0,Accurate,0,0,Accurate
2024-04-02,SKU_1,WH_1,SUP_8,North,33,702,14,379,0,13.95,20.48,0,0,34.83,702,702,0,Accurate,0,0,Accurate
2024-04-03,SKU_1,WH_1,SUP_8,West,28,674,14,379,0,13.95,20.48,0,0,26.36,674,674,0,Accurate,0,0,Accurate
2024-04-04,SKU_1,WH_1,SUP_8,North,37,637,14,379,0,13.95,20.48,0,0,35.68,637,637,0,Accurate,0,0,Accurate
2024-04-05,SKU_1,WH_1,SUP_8,West,33,604,14,379,0,13.95,20.48,0,0,26.24,604,604,0,Accurate,0,0,Accurate
2024-04-06,SKU_1,WH_1,SUP_8,North,33,571,14,379,0,13.95,20.48,0,0,32.07,571,571,0,Accurate,0,0,Accurate
2024-04-07,SKU_1,WH_1,SUP_8,East,31,540,14,379,0,13.95,20.48,0,0,30.63,540,540,0,Accurate,0,0,Accurate
2024-04-08,SKU_1,WH_1,SUP_8,North,50,490,14,379,0,13.95,20.48,1,0,53.2,490,476,-14,Inaccurate,1,1,Moderate
2024-04-09,SKU_1,WH_1,SUP_8,North,35,455,14,379,0,13.95,20.48,0,0,41.43,455,455,0,Accurate,0,0,Accurate
2024-04-10,SKU_1,WH_1,SUP_8,North,32,423,14,379,0,13.95,20.48,0,0,33.89,423,410,-13,Inaccurate,1,1,Moderate
2024-04-11,SKU_1,WH_1,SUP_8,East,49,374,14,379,0,13.95,20.48,1,0,50.21,374,374,0,Accurate,0,0,Accurate
2024-04-12,SKU_1,WH_1,SUP_8,South,32,794,14,379,452,13.95,20.48,0,0,36.07,794,794,0,Accurate,0,0,Accurate
2024-04-13,SKU_1,WH_1,SUP_8,South,27,767,14,379,0,13.95,20.48,0,0,27.61,767,767,0,Accurate,0,0,Accurate
2024-04-14,SKU_1,WH_1,SUP_8,South,29,738,14,379,0,13.95,20.48,0,0,25.47,738,738,0,Accurate,0,0,Accurate
2024-04-15,SKU_1,WH_1,SUP_8,West,28,710,14,379,0,13.95,20.48,1,0,23.78,710,710,0,Accurate,0,0,Accurate
2024-04-16,SKU_1,WH_1,SUP_8,West,30,680,14,379,0,13.95,20.48,0,0,32.48,680,680,0,Accurate,0,0,Accurate
2024-04-17,SKU_1,WH_1,SUP_8,South,19,661,14,379,0,13.95,20.48,0,0,23.71,661,661,0,Accurate,0,0,Accurate
2024-04-18,SKU_1,WH_1,SUP_8,South,21,640,14,379,0,13.95,20.48,0,0,19.73,640,640,0,Accurate,0,0,Accurate
2024-04-19,SKU_1,WH_1,SUP_8,North,31,609,14,379,0,13.95,20.48,0,0,28.52,609,609,0,Accurate,0,0,Accurate
2024-04-20,SKU_1,WH_1,SUP_8,West,26,583,14,379,0,13.95,20.48,0,0,21.74,583,583,0,Accurate,0,0,Accurate
2024-04-21,SKU_1,WH_1,SUP_8,South,27,556,14,379,0,13.95,20.48,0,0,28.37,556,556,0,Accurate,0,0,Accurate
2024-04-22,SKU_1,WH_1,SUP_8,East,29,527,14,379,0,13.95,20.48,0,0,30.17,527,527,0,Accurate,0,0,Accurate
2024-04-23,SKU_1,WH_1,SUP_8,North,30,497,14,379,0,13.95,20.48,0,0,30.04,497,497,0,Accurate,0,0,Accurate
2024-04-24,SKU_1,WH_1,SUP_8,East,26,471,14,379,0,13.95,20.48,0,0,26.65,471,471,0,Accurate,0,0,Accurate
2024-04-25,SKU_1,WH_1,SUP_8,North,26,445,14,379,0,13.95,20.48,0,0,31.58,445,445,0,Accurate,0,0,Accurate
2024-04-26,SKU_1,WH_1,SUP_8,East,36,409,14,379,0,13.95,20.48,0,0,33.89,409,409,0,Accurate,0,0,Accurate
2024-04-27,SKU_1,WH_1,SUP_8,West,39,370,14,379,0,13.95,20.48,0,0,36.58,370,370,0,Accurate,0,0,Accurate
2024-04-28,SKU_1,WH_1,SUP_8,West,22,725,14,379,377,13.95,20.48,0,0,26.77,725,725,0,Accurate,0,0,Accurate
2024-04-29,SKU_1,WH_1,SUP_8,North,30,695,14,379,0,13.95,20.48,0,0,35.63,695,695,0,Accurate,0,0,Accurate
2024-04-30,SKU_1,WH_1,SUP_8,North,21,674,14,379,0,13.95,20.48,0,0,23.04,674,674,0,Accurate,0,0,Accurate
2024-05-01,SKU_1,WH_1,SUP_8,South,41,633,14,379,0,13.95,20.48,1,0,45.43,633,633,0,Accurate,0,0,Accurate
2024-05-02,SKU_1,WH_1,SUP_8,North,29,604,14,379,0,13.95,20.48,0,0,32.11,604,604,0,Accurate,0,0,Accurate
2024-05-03,SKU_1,WH_1,SUP_8,West,34,570,14,379,0,13.95,20.48,0,0,32.59,570,570,0,Accurate,0,0,Accurate
2024-05-04,SKU_1,WH_1,SUP_8,North,45,525,14,379,0,13.95,20.48,1,0,42.97,525,525,0,Accurate,0,0,Accurate
2024-05-05,SKU_1,WH_1,SUP_8,South,37,488,14,379,0,13.95,20.48,1,0,37.84,488,488,0,Accurate,0,0,Accurate
2024-05-06,SKU_1,WH_1,SUP_8,North,29,459,14,379,0,13.95,20.48,0,0,27.55,459,459,0,Accurate,0,0,Accurate
2024-05-07,SKU_1,WH_1,SUP_8,North,36,423,14,379,0,13.95,20.48,1,0,36.14,423,423,0,Accurate,0,0,Accurate
2024-05-08,SKU_1,WH_1,SUP_8,North,24,399,14,379,0,13.95,20.48,0,0,28.07,399,400,1,Inaccurate,0,0,Minor
2024-05-09,SKU_1,WH_1,SUP_8,North,21,378,14,379,0,13.95,20.48,0,0,22.61,378,378,0,Accurate,0,0,Accurate
2024-05-10,SKU_1,WH_1,SUP_8,East,27,668,14,379,317,13.95,20.48,0,0,25.72,668,668,0,Accurate,0,0,Accurate
2024-05-11,SKU_1,WH_1,SUP_8,North,28,640,14,379,0,13.95,20.48,0,0,31.46,640,640,0,Accurate,0,0,Accurate
2024-05-12,SKU_1,WH_1,SUP_8,East,29,611,14,379,0,13.95,20.48,0,0,33.03,611,611,0,Accurate,0,0,Accurate
2024-05-13,SKU_1,WH_1,SUP_8,South,30,581,14,379,0,13.95,20.48,0,0,34.11,581,581,0,Accurate,0,0,Accurate
2024-05-14,SKU_1,WH_1,SUP_8,South,28,553,14,379,0,13.95,20.48,0,0,30.41,553,553,0,Accurate,0,0,Accurate
2024-05-15,SKU_1,WH_1,SUP_8,East,18,535,14,379,0,13.95,20.48,0,0,22.33,535,535,0,Accurate,0,0,Accurate
2024-05-16,SKU_1,WH_1,SUP_8,North,28,507,14,379,0,13.95,20.48,0,0,33.16,507,507,0,Accurate,0,0,Accurate
2024-05-17,SKU_1,WH_1,SUP_8,East,35,472,14,379,0,13.95,20.48,0,0,30.86,472,472,0,Accurate,0,0,Accurate
2024-05-18,SKU_1,WH_1,SUP_8,North,25,447,14,379,0,13.95,20.48,0,0,29.26,447,447,0,Accurate,0,0,Accurate
2024-05-19,SKU_1,WH_1,SUP_8,South,25,422,14,379,0,13.95,20.48,0,0,20.01,422,422,0,Accurate,0,0,Accurate
2024-05-20,SKU_1,WH_1,SUP_8,East,20,402,14,379,0,13.95,20.48,0,0,18.19,402,402,0,Accurate,0,0,Accurate
2024-05-21,SKU_1,WH_1,SUP_8,West,28,374,14,379,0,13.95,20.48,0,0,25.18,374,374,0,Accurate,0,0,Accurate
2024-05-22,SKU_1,WH_1,SUP_8,North,31,697,14,379,354,13.95,20.48,0,0,30.29,697,697,0,Accurate,0,0,Accurate
2024-05-23,SKU_1,WH_1,SUP_8,North,24,673,14,379,0,13.95,20.48,1,0,25.51,673,673,0,Accurate,0,0,Accurate
2024-05-24,SKU_1,WH_1,SUP_8,North,21,652,14,379,0,13.95,20.48,0,0,19.32,652,652,0,Accurate,0,0,Accurate
2024-05-25,SKU_1,WH_1,SUP_8,South,15,637,14,379,0,13.95,20.48,0,0,16.54,637,650,13,Inaccurate,1,0,Moderate
2024-05-26,SKU_1,WH_1,SUP_8,North,35,602,14,379,0,13.95,20.48,0,0,35.11,602,602,0,Accurate,0,0,Accurate
2024-05-27,SKU_1,WH_1,SUP_8,West,35,567,14,379,0,13.95,20.48,0,0,34.41,567,567,0,Accurate,0,0,Accurate
2024-05-28,SKU_1,WH_1,SUP_8,North,29,538,14,379,0,13.95,20.48,0,0,27.14,538,538,0,Accurate,0,0,Accurate
2024-05-29,SKU_1,WH_1,SUP_8,West,25,513,14,379,0,13.95,20.48,0,0,25.95,513,513,0,Accurate,0,0,Accurate
2024-05-30,SKU_1,WH_1,SUP_8,West,17,496,14,379,0,13.95,20.48,0,0,21.1,496,496,0,Accurate,0,0,Accurate
2024-05-31,SKU_1,WH_1,SUP_8,East,27,469,14,379,0,13.95,20.48,0,0,24.65,469,469,0,Accurate,0,0,Accurate
2024-06-01,SKU_1,WH_1,SUP_8,South,20,449,14,379,0,13.95,20.48,0,0,20.24,449,449,0,Accurate,0,0,Accurate
2024-06-02,SKU_1,WH_1,SUP_8,East,20,429,14,379,0,13.95,20.48,0,0,19.32,429,429,0,Accurate,0,0,Accurate
2024-06-03,SKU_1,WH_1,SUP_8,West,21,408,14,379,0,13.95,20.48,0,0,17.76,408,408,0,Accurate,0,0,Accurate
2024-06-04,SKU_1,WH_1,SUP_8,South,22,386,14,379,0,13.95,20.48,0,0,15.67,386,386,0,Accurate,0,0,Accurate
2024-06-05,SKU_1,WH_1,SUP_8,East,19,367,14,379,0,13.95,20.48,0,0,18.99,367,367,0,Accurate,0,0,Accurate
2024-06-06,SKU_1,WH_1,SUP_8,East,34,768,14,379,435,13.95,20.48,0,0,38.17,768,768,0,Accurate,0,0,Accurate
2024-06-07,SKU_1,WH_1,SUP_8,West,27,741,14,379,0,13.95,20.48,0,0,26.13,741,741,0,Accurate,0,0,Accurate
2024-06-08,SKU_1,WH_1,SUP_8,South,16,725,14,379,0,13.95,20.48,0,0,17.69,725,725,0,Accurate,0,0,Accurate
2024-06-09,SKU_1,WH_1,SUP_8,South,22,703,14,379,0,13.95,20.48,0,0,15.17,703,703,0,Accurate,0,0,Accurate
2024-06-10,SKU_1,WH_1,SUP_8,East,19,684,14,379,0,13.95,20.48,0,0,17.36,684,684,0,Accurate,0,0,Accurate
2024-06-11,SKU_1,WH_1,SUP_8,East,24,660,14,379,0,13.95,20.48,0,0,26.72,660,660,0,Accurate,0,0,Accurate
2024-06-12,SKU_1,WH_1,SUP_8,West,20,640,14,379,0,13.95,20.48,0,0,22.27,640,640,0,Accurate,0,0,Accurate
2024-06-13,SKU_1,WH_1,SUP_8,East,25,615,14,379,0,13.95,20.48,0,0,27.5,615,615,0,Accurate,0,0,Accurate
2024-06-14,SKU_1,WH_1,SUP_8,South,27,588,14,379,0,13.95,20.48,0,0,24.71,588,588,0,Accurate,0,0,Accurate
2024-06-15,SKU_1,WH_1,SUP_8,West,23,565,14,379,0,13.95,20.48,1,0,24.92,565,565,0,Accurate,0,0,Accurate
2024-06-16,SKU_1,WH_1,SUP_8,West,23,542,14,379,0,13.95,20.48,0,0,20.29,542,542,0,Accurate,0,0,Accurate
2024-06-17,SKU_1,WH_1,SUP_8,North,26,516,14,379,0,13.95,20.48,0,0,26.03,516,498,-18,Inaccurate,1,1,Critical
2024-06-18,SKU_1,WH_1,SUP_8,South,21,495,14,379,0,13.95,20.48,0,0,19.78,495,495,0,Accurate,0,0,Accurate
2024-06-19,SKU_1,WH_1,SUP_8,West,14,481,14,379,0,13.95,20.48,0,0,14.69,481,481,0,Accurate,0,0,Accurate
2024-06-20,SKU_1,WH_1,SUP_8,North,25,456,14,379,0,13.95,20.48,0,0,21.61,456,441,-15,Inaccurate,1,1,Moderate
2024-06-21,SKU_1,WH_1,SUP_8,East,33,423,14,379,0,13.95,20.48,0,0,31.19,423,423,0,Accurate,0,0,Accurate
2024-06-22,SKU_1,WH_1,SUP_8,West,22,401,14,379,0,13.95,20.48,0,0,22.27,401,401,0,Accurate,0,0,Accurate
2024-06-23,SKU_1,WH_1,SUP_8,West,22,379,14,379,0,13.95,20.48,0,0,23.06,379,379,0,Accurate,0,0,Accurate
2024-06-24,SKU_1,WH_1,SUP_8,West,22,826,14,379,469,13.95,20.48,0,0,20.76,826,826,0,Accurate,0,0,Accurate
2024-06-25,SKU_1,WH_1,SUP_8,East,22,804,14,379,0,13.95,20.48,0,0,20.74,804,804,0,Accurate,0,0,Accurate
2024-06-26,SKU_1,WH_1,SUP_8,South,19,785,14,379,0,13.95,20.48,0,0,20.82,785,785,0,Accurate,0,0,Accurate
2024-06-27,SKU_1,WH_1,SUP_8,South,19,766,14,379,0,13.95,20.48,0,0,22.9,766,766,0,Accurate,0,0,Accurate
2024-06-28,SKU_1,WH_1,SUP_8,East,23,743,14,379,0,13.95,20.48,0,0,29.63,743,743,0,Accurate,0,0,Accurate
2024-06-29,SKU_1,WH_1,SUP_8,East,21,722,14,379,0,13.95,20.48,0,0,20.34,722,722,0,Accurate,0,0,Accurate
2024-06-30,SKU_1,WH_1,SUP_8,East,8,714,14,379,0,13.95,20.48,0,0,12.3,714,714,0,Accurate,0,0,Accurate
2024-07-01,SKU_1,WH_1,SUP_8,East,15,699,14,379,0,13.95,20.48,0,0,13.8,699,699,0,Accurate,0,0,Accurate
2024-07-02,SKU_1,WH_1,SUP_8,East,28,671,14,379,0,13.95,20.48,0,0,27.9,671,671,0,Accurate,0,0,Accurate
2024-07-03,SKU_1,WH_1,SUP_8,North,17,654,14,379,0,13.95,20.48,0,0,14.45,654,654,0,Accurate,0,0,Accurate
2024-07-04,SKU_1,WH_1,SUP_8,South,17,637,14,379,0,13.95,20.48,0,0,15.72,637,637,0,Accurate,0,0,Accurate
2024-07-05,SKU_1,WH_1,SUP_8,South,17,620,14,379,0,13.95,20.48,0,0,19.49,620,620,0,Accurate,0,0,Accurate
2024-07-06,SKU_1,WH_1,SUP_8,West,15,605,14,379,0,13.95,20.48,0,0,8.41,605,605,0,Accurate,0,0,Accurate
2024-07-07,SKU_1,WH_1,SUP_8,East,16,589,14,379,0,13.95,20.48,0,0,17.13,589,589,0,Accurate,0,0,Accurate
